plot-name,time,median,low,high
mlp_V0-fosls,0.5442295074462891,0.37800454580433074,0.32981424110217605,0.5028622183866779
mlp_V0-fosls,0.7438849333647612,0.3229311072866479,0.28602824037315455,0.4221981707303801
mlp_V0-fosls,0.9435403592832334,0.2569028129209113,0.23384559914533065,0.32140840122189895
mlp_V0-fosls,1.1431957852017056,0.19275985131598627,0.17704093970353976,0.21910690051267126
mlp_V0-fosls,1.3428512111201778,0.17001571804450705,0.14941360092585912,0.19555439964578034
mlp_V0-fosls,1.54250663703865,0.14449025383183856,0.11534883593756534,0.16874600021740818
mlp_V0-fosls,1.7421620629571222,0.12286587177060715,0.09070043503304762,0.1457453729289703
mlp_V0-fosls,1.9418174888755944,0.10584525489661868,0.08068622832584144,0.1279173502683442
mlp_V0-fosls,2.1414729147940665,0.08708678517032489,0.06923847173151314,0.10716334853458007
mlp_V0-fosls,2.3411283407125385,0.07666710677538718,0.06255134743258925,0.09488016831719567
mlp_V0-fosls,2.540783766631011,0.06822916190613007,0.05490893559599843,0.0848084293516093
mlp_V0-fosls,2.7404391925494833,0.058985001162140435,0.044427734176916076,0.07368131938707183
mlp_V0-fosls,2.9400946184679553,0.054424984979111274,0.04075306874793206,0.06858365145590622
mlp_V0-fosls,3.1397500443864272,0.04944437171651236,0.03671241834383342,0.06307533327245105
mlp_V0-fosls,3.3394054703048996,0.04490458698019256,0.033062571691461325,0.05789065998471509
mlp_V0-fosls,3.539060896223372,0.04201777525743073,0.03095713760421252,0.054292739890672015
mlp_V0-fosls,3.738716322141844,0.038917150471217576,0.028697649562974287,0.050438821320550754
mlp_V0-fosls,3.938371748060316,0.03647955684830705,0.02709578481896885,0.047368199578590175
mlp_V0-fosls,4.138027173978788,0.034033312005016705,0.025997519966605397,0.04496522376780816
mlp_V0-fosls,4.337682599897261,0.031214697541578226,0.02485076525727587,0.042426364040074986
mlp_V0-fosls,4.537338025815733,0.030184184505113974,0.023434701732428943,0.04035628618482296
mlp_V0-fosls,4.736993451734205,0.029142612366645625,0.021996599651089525,0.03830734399927492
mlp_V0-fosls,4.936648877652678,0.027427323476592734,0.020533357583903872,0.03620416448410559
mlp_V0-fosls,5.1363043035711495,0.026195531979305593,0.01938615680229304,0.034584735659812335
mlp_V0-fosls,5.3359597294896215,0.024527573334211163,0.01816665564868016,0.03288565576852645
mlp_V0-fosls,5.5356151554080935,0.022554734889329138,0.017222204880739774,0.03129957530568942
mlp_V0-fosls,5.735270581326565,0.021393892407897123,0.01672224799792124,0.030015551325195636
mlp_V0-fosls,5.934926007245038,0.020166315041471285,0.0162068755549546,0.028674086356750478
mlp_V0-fosls,6.13458143316351,0.019214735072230628,0.015521549917036423,0.027118402602546186
mlp_V0-fosls,6.334236859081982,0.018432013429518966,0.014734988481910297,0.025369994373899987
mlp_V0-fosls,6.533892285000455,0.01761406948310227,0.013904001556998068,0.023491817072113643
mlp_V0-fosls,6.733547710918927,0.017259138286981744,0.012890810969558726,0.022262446484842123
mlp_V0-fosls,6.933203136837399,0.01692897885488144,0.011786412760603951,0.021076897477624923
mlp_V0-fosls,7.132858562755871,0.01632092321075231,0.010761458259958499,0.01989782207372322
mlp_V0-fosls,7.332513988674343,0.015932079339613364,0.010287709753300346,0.019138934828253563
