plot-name,time,median,low,high
kan_V0-fosls,1.3051791191101074,0.03971646021054127,0.03911943905197696,0.040130284529219004
kan_V0-fosls,1.5040728337055929,0.03734588630949483,0.036753618778620635,0.03770842550671046
kan_V0-fosls,1.7029665483010783,0.034770507987013116,0.03421705477774234,0.03510557114027307
kan_V0-fosls,1.9018602628965635,0.03198845282274551,0.031476740333170855,0.03229360456769135
kan_V0-fosls,2.100753977492049,0.028940176467064656,0.028473909572461414,0.029212200650824936
kan_V0-fosls,2.299647692087534,0.025535501885255062,0.02511457486559458,0.02576486828519988
kan_V0-fosls,2.4985414066830196,0.02158883387332658,0.021230172279527077,0.021778526319366515
kan_V0-fosls,2.697435121278505,0.018617532405690345,0.018380065734872265,0.018808704615422323
kan_V0-fosls,2.8963288358739905,0.01795937170039256,0.017725499904424926,0.01814834865268361
kan_V0-fosls,3.095222550469476,0.017276155555892986,0.017045817003162697,0.017463039492840785
kan_V0-fosls,3.2941162650649614,0.016563988219047483,0.016337882596862207,0.016749714559886414
kan_V0-fosls,3.493009979660447,0.01581388309402216,0.01559785043499249,0.01600462831017406
kan_V0-fosls,3.691903694255932,0.015033614105562157,0.014820913218689932,0.015223117842806676
kan_V0-fosls,3.8907974088514172,0.01421439644154186,0.014000928507762633,0.014399253673893414
kan_V0-fosls,4.089691123446903,0.013711352943991333,0.013513693062745356,0.01390157531375809
kan_V0-fosls,4.288584838042388,0.013275076145407062,0.013071880082696974,0.013456994500093303
kan_V0-fosls,4.4874785526378735,0.012823954276194873,0.012614602554132555,0.012997215307403135
kan_V0-fosls,4.686372267233359,0.012356358775266552,0.012140113109071322,0.012520563506426035
kan_V0-fosls,4.885265981828844,0.011867903707540772,0.011646308213479634,0.012025032860242023
kan_V0-fosls,5.084159696424329,0.011354600137423287,0.011130617400022382,0.01150818491602188
kan_V0-fosls,5.283053411019815,0.010871986252511404,0.010696930215319181,0.01102590139981701
kan_V0-fosls,5.4819471256153,0.010554649511584191,0.010470581923159776,0.010684726240149692
kan_V0-fosls,5.680840840210786,0.0102558735327693,0.010115313155986386,0.010332291516183622
kan_V0-fosls,5.879734554806271,0.009894317502040645,0.009747103912329153,0.010131857705417295
kan_V0-fosls,6.078628269401756,0.009519038511164372,0.009364427858220347,0.009936361611439853
kan_V0-fosls,6.277521983997242,0.009128344184305382,0.008965432702657709,0.009736941182104747
kan_V0-fosls,6.476415698592727,0.008722668882307407,0.008547833525517173,0.009533350150615426
kan_V0-fosls,6.675309413188213,0.008427877624417126,0.008249429276761632,0.009201907562007906
kan_V0-fosls,6.874203127783698,0.00818078375469367,0.008015719959860975,0.00880728533754362
kan_V0-fosls,7.073096842379184,0.007925965526248156,0.007751850288007111,0.008394131715316562
kan_V0-fosls,7.271990556974669,0.007662646962471906,0.007442384944272149,0.007959561513755386
kan_V0-fosls,7.470884271570155,0.007380828958131883,0.00711948062921598,0.007499852780450323
kan_V0-fosls,7.66977798616564,0.0070066910895944055,0.006781217825791648,0.007237839945085732
kan_V0-fosls,7.868671700761125,0.006667103578867504,0.006449261116034853,0.0069784346575365395
kan_V0-fosls,8.067565415356611,0.006510670320114397,0.006279240728487351,0.006810828379956023
kan_V0-fosls,8.266459129952096,0.006323126965471293,0.006104486817889741,0.006638992105201035
kan_V0-fosls,8.465352844547581,0.006140230812380961,0.0059245805331082195,0.00646258842296405
kan_V0-fosls,8.664246559143066,0.005894766247053677,0.005739037347567982,0.006281232528440279
kan_V0-fosls,8.863140273738551,0.005654651572831921,0.005547291668938583,0.006112166680183046
kan_V0-fosls,9.062033988334036,0.005415965463708036,0.005289356528407691,0.006010468033282463
kan_V0-fosls,9.260927702929523,0.005242534639114858,0.005084890149037645,0.005860412400996087
kan_V0-fosls,9.459821417525008,0.0051471545033830255,0.004959427308300538,0.005685763902995159
kan_V0-fosls,9.658715132120493,0.005049904659105323,0.004830707052270314,0.00563709068377484
kan_V0-fosls,9.857608846715978,0.004950666433926225,0.004698461665629632,0.005587993521256037
kan_V0-fosls,10.056502561311465,0.004849307610629986,0.004532508514986485,0.0055384611409756935
kan_V0-fosls,10.25539627590695,0.004704041700858769,0.004353537531542497,0.005488481759703327
kan_V0-fosls,10.454289990502435,0.0045290945929501066,0.0041668866841652035,0.005437798198661033
kan_V0-fosls,10.65318370509792,0.004396955183913002,0.0040528361625220945,0.005207872629853237
kan_V0-fosls,10.852077419693405,0.004294638375861861,0.003947965066164016,0.004967315714567351
kan_V0-fosls,11.050971134288892,0.004161436947718367,0.0038402311606277116,0.004766968084705908
kan_V0-fosls,11.249864848884377,0.004037664627332188,0.0037293863530694546,0.004832445143375446
kan_V0-fosls,11.448758563479862,0.003919050919188354,0.0036151445024874616,0.004897046804642688
kan_V0-fosls,11.647652278075347,0.003796657004392112,0.0034971727119588966,0.004960807267974578
kan_V0-fosls,11.846545992670833,0.0036863836847220548,0.0033876665547536234,0.00495153622290192
kan_V0-fosls,12.045439707266318,0.0038521969463587453,0.003306999509673502,0.004827577883223227
kan_V0-fosls,12.244333421861803,0.0039788708079696155,0.0032243149392956762,0.004700351632640081
kan_V0-fosls,12.443227136457288,0.003846194931877745,0.0031394534394619993,0.004569584524039195
kan_V0-fosls,12.642120851052773,0.0036902808657241336,0.0030522334395216683,0.0044836548287084865
kan_V0-fosls,12.84101456564826,0.0035274233705296434,0.0029624466307629524,0.004652560990610878
kan_V0-fosls,13.039908280243745,0.003429622992505159,0.0028698521061029025,0.004815546378107805
